environment,attack,byz_fraction,aggregator,seed,eval_return_mean
simple_spread_v3,sign_flip,0.5,krum,1024,-25.33922286236298
simple_spread_v3,sign_flip,0.5,multi_krum,42,-23.128959943746118
simple_spread_v3,sign_flip,0.5,multi_krum,123,-27.437272570859363
simple_spread_v3,sign_flip,0.5,multi_krum,456,-24.20763218100632
simple_spread_v3,sign_flip,0.5,multi_krum,789,-23.53016923275284
simple_spread_v3,sign_flip,0.5,multi_krum,1024,-23.6865371460829
simple_spread_v3,sign_flip,0.5,fltrust,42,-25.719098194354544
simple_spread_v3,sign_flip,0.5,fltrust,123,-25.425034378959843
simple_spread_v3,sign_flip,0.5,fltrust,456,-23.84874622375268
simple_spread_v3,sign_flip,0.5,fltrust,789,-26.055840424272134
simple_spread_v3,sign_flip,0.5,fltrust,1024,-24.667201201588068
simple_spread_v3,sign_flip,0.5,flame,42,-24.3497869783822
simple_spread_v3,sign_flip,0.5,flame,123,-26.00381597230435
simple_spread_v3,sign_flip,0.5,flame,456,-23.095056534111656
simple_spread_v3,sign_flip,0.5,flame,789,-24.474030231415934
simple_spread_v3,sign_flip,0.5,flame,1024,-24.97932120017056
simple_spread_v3,sign_flip,0.5,foolsgold,42,-26.132161566493
simple_spread_v3,sign_flip,0.5,foolsgold,123,-27.001650909032943
simple_spread_v3,sign_flip,0.5,foolsgold,456,-23.870085859325197
simple_spread_v3,sign_flip,0.5,foolsgold,789,-27.637595284159246
simple_spread_v3,sign_flip,0.5,foolsgold,1024,-23.073461237251312
simple_spread_v3,sign_flip,0.5,trust_weighted,42,-25.89366688064061
simple_spread_v3,sign_flip,0.5,trust_weighted,123,-25.81578535828664
simple_spread_v3,sign_flip,0.5,trust_weighted,456,-24.64912122185561
simple_spread_v3,sign_flip,0.5,trust_weighted,789,-27.23762963757186
simple_spread_v3,sign_flip,0.5,trust_weighted,1024,-22.97891167186798
simple_spread_v3,normalized,0.5,fedavg,42,-25.29744623234504
simple_spread_v3,normalized,0.5,fedavg,123,-25.779435518987995
simple_spread_v3,normalized,0.5,fedavg,456,-24.692830209118465
simple_spread_v3,normalized,0.5,fedavg,789,-26.964538625393125
simple_spread_v3,normalized,0.5,fedavg,1024,-25.283291282614385
simple_spread_v3,normalized,0.5,trimmed_mean,42,-24.01358211887316
simple_spread_v3,normalized,0.5,trimmed_mean,123,-25.148654473863395
simple_spread_v3,normalized,0.5,trimmed_mean,456,-24.641803129050917
simple_spread_v3,normalized,0.5,trimmed_mean,789,-25.27557256372996
simple_spread_v3,normalized,0.5,trimmed_mean,1024,-25.417457991363065
simple_spread_v3,normalized,0.5,geometric_median,42,-25.453523886991725
simple_spread_v3,normalized,0.5,geometric_median,123,-24.713513955803315
simple_spread_v3,normalized,0.5,geometric_median,456,-25.612716887182213
simple_spread_v3,normalized,0.5,geometric_median,789,-25.16720215673413
simple_spread_v3,normalized,0.5,geometric_median,1024,-25.42705440135931
simple_spread_v3,normalized,0.5,krum,42,-25.267868839374664
simple_spread_v3,normalized,0.5,krum,123,-25.95110455581537
simple_spread_v3,normalized,0.5,krum,456,-23.17312909171628
simple_spread_v3,normalized,0.5,krum,789,-25.652301488393324
simple_spread_v3,normalized,0.5,krum,1024,-25.33688665815694
simple_spread_v3,normalized,0.5,multi_krum,42,-25.69308329440976
simple_spread_v3,normalized,0.5,multi_krum,123,-23.77493185100363
simple_spread_v3,normalized,0.5,multi_krum,456,-23.98543498165532
simple_spread_v3,normalized,0.5,multi_krum,789,-25.83525952269845
simple_spread_v3,normalized,0.5,multi_krum,1024,-25.167801482823343
simple_spread_v3,normalized,0.5,fltrust,42,-25.318330926311496
simple_spread_v3,normalized,0.5,fltrust,123,-24.92316048857284
simple_spread_v3,normalized,0.5,fltrust,456,-24.45934221630721
simple_spread_v3,normalized,0.5,fltrust,789,-25.556064046104364
simple_spread_v3,normalized,0.5,fltrust,1024,-25.115397866538377
simple_spread_v3,normalized,0.5,flame,42,-27.65636878713344
simple_spread_v3,normalized,0.5,flame,123,-26.97843379368758
simple_spread_v3,normalized,0.5,flame,456,-25.467568937083783
simple_spread_v3,normalized,0.5,flame,789,-25.73946081723565
simple_spread_v3,normalized,0.5,flame,1024,-23.29471438441005
simple_spread_v3,normalized,0.5,foolsgold,42,-28.90021896017941
simple_spread_v3,normalized,0.5,foolsgold,123,-23.576800540280104
simple_spread_v3,normalized,0.5,foolsgold,456,-24.10690579096341
simple_spread_v3,normalized,0.5,foolsgold,789,-19.86832665690076
simple_spread_v3,normalized,0.5,foolsgold,1024,-27.15112668423925
simple_spread_v3,normalized,0.5,trust_weighted,42,-26.775454068416543
simple_spread_v3,normalized,0.5,trust_weighted,123,-25.00009856101726
simple_spread_v3,normalized,0.5,trust_weighted,456,-25.47613592048021
simple_spread_v3,normalized,0.5,trust_weighted,789,-26.11933947773988
simple_spread_v3,normalized,0.5,trust_weighted,1024,-24.386445468358648
simple_spread_v3,adaptive_strategic,0.5,fedavg,42,-25.85655822748076
simple_spread_v3,adaptive_strategic,0.5,fedavg,123,-23.213266044226177
simple_spread_v3,adaptive_strategic,0.5,fedavg,456,-23.28027367293456
simple_spread_v3,adaptive_strategic,0.5,fedavg,789,-24.343104957045988
simple_spread_v3,adaptive_strategic,0.5,fedavg,1024,-26.80761867852489
simple_spread_v3,adaptive_strategic,0.5,trimmed_mean,42,-26.703286769676343
simple_spread_v3,adaptive_strategic,0.5,trimmed_mean,123,-23.16483048214822
simple_spread_v3,adaptive_strategic,0.5,trimmed_mean,456,-23.78005033653495
simple_spread_v3,adaptive_strategic,0.5,trimmed_mean,789,-23.701471122437752
simple_spread_v3,adaptive_strategic,0.5,trimmed_mean,1024,-24.10491632219196
simple_spread_v3,adaptive_strategic,0.5,geometric_median,42,-27.49376659253076
simple_spread_v3,adaptive_strategic,0.5,geometric_median,123,-24.46158982390157
simple_spread_v3,adaptive_strategic,0.5,geometric_median,456,-25.847594729090584
simple_spread_v3,adaptive_strategic,0.5,geometric_median,789,-26.355764012824803
simple_spread_v3,adaptive_strategic,0.5,geometric_median,1024,-23.8064728233265
simple_spread_v3,adaptive_strategic,0.5,krum,42,-23.758527911847462
simple_spread_v3,adaptive_strategic,0.5,krum,123,-24.795516720083317
simple_spread_v3,adaptive_strategic,0.5,krum,456,-23.40909471093821
simple_spread_v3,adaptive_strategic,0.5,krum,789,-26.79382133595244
simple_spread_v3,adaptive_strategic,0.5,krum,1024,-25.64795034800671
simple_spread_v3,adaptive_strategic,0.5,multi_krum,42,-22.791192986804575
simple_spread_v3,adaptive_strategic,0.5,multi_krum,123,-23.27127405157527
simple_spread_v3,adaptive_strategic,0.5,multi_krum,456,-24.560459829180186
simple_spread_v3,adaptive_strategic,0.5,multi_krum,789,-26.41352067319365
simple_spread_v3,adaptive_strategic,0.5,multi_krum,1024,-25.05986586718877
simple_spread_v3,adaptive_strategic,0.5,fltrust,42,-25.81648308869866
simple_spread_v3,adaptive_strategic,0.5,fltrust,123,-22.648391118255912
simple_spread_v3,adaptive_strategic,0.5,fltrust,456,-24.01055616287826
simple_spread_v3,adaptive_strategic,0.5,fltrust,789,-23.494825678426334
simple_spread_v3,adaptive_strategic,0.5,fltrust,1024,-22.704962053098104
simple_spread_v3,adaptive_strategic,0.5,flame,42,-24.643390902564462
simple_spread_v3,adaptive_strategic,0.5,flame,123,-23.76500973167538
simple_spread_v3,adaptive_strategic,0.5,flame,456,-22.25768268995192
simple_spread_v3,adaptive_strategic,0.5,flame,789,-27.77878819183229
simple_spread_v3,adaptive_strategic,0.5,flame,1024,-28.739014738315586
simple_spread_v3,adaptive_strategic,0.5,foolsgold,42,-27.34481367434272
simple_spread_v3,adaptive_strategic,0.5,foolsgold,123,-24.64336604266194
simple_spread_v3,adaptive_strategic,0.5,foolsgold,456,-24.04682849403657
simple_spread_v3,adaptive_strategic,0.5,foolsgold,789,-25.02125400295129
simple_spread_v3,adaptive_strategic,0.5,foolsgold,1024,-24.672910515266786
simple_spread_v3,adaptive_strategic,0.5,trust_weighted,42,-23.79893716073357
simple_spread_v3,adaptive_strategic,0.5,trust_weighted,123,-23.90774616327991
simple_spread_v3,adaptive_strategic,0.5,trust_weighted,456,-23.1844203175913
simple_spread_v3,adaptive_strategic,0.5,trust_weighted,789,-23.985793167049707
simple_spread_v3,adaptive_strategic,0.5,trust_weighted,1024,-25.75659830484352
simple_tag_v3,none,0.0,fedavg,42,3.75
simple_tag_v3,none,0.0,fedavg,123,3.75
simple_tag_v3,none,0.0,fedavg,456,7.75
simple_tag_v3,none,0.0,fedavg,789,5.5
simple_tag_v3,none,0.0,fedavg,1024,4.25
simple_tag_v3,none,0.0,trimmed_mean,42,3.5
simple_tag_v3,none,0.0,trimmed_mean,123,3.0
simple_tag_v3,none,0.0,trimmed_mean,456,9.75
simple_tag_v3,none,0.0,trimmed_mean,789,3.0
simple_tag_v3,none,0.0,trimmed_mean,1024,7.25
simple_tag_v3,none,0.0,geometric_median,42,5.0
simple_tag_v3,none,0.0,geometric_median,123,5.0
simple_tag_v3,none,0.0,geometric_median,456,11.25
simple_tag_v3,none,0.0,geometric_median,789,9.75
simple_tag_v3,none,0.0,geometric_median,1024,3.75
simple_tag_v3,none,0.0,krum,42,6.75
simple_tag_v3,none,0.0,krum,123,5.5
simple_tag_v3,none,0.0,krum,456,3.5
simple_tag_v3,none,0.0,krum,789,6.75
simple_tag_v3,none,0.0,krum,1024,1.0
simple_tag_v3,none,0.0,multi_krum,42,4.0
simple_tag_v3,none,0.0,multi_krum,123,8.25
simple_tag_v3,none,0.0,multi_krum,456,10.25
simple_tag_v3,none,0.0,multi_krum,789,5.25
simple_tag_v3,none,0.0,multi_krum,1024,3.75
simple_tag_v3,none,0.0,fltrust,42,4.0
simple_tag_v3,none,0.0,fltrust,123,3.0
simple_tag_v3,none,0.0,fltrust,456,6.5
simple_tag_v3,none,0.0,fltrust,789,4.0
simple_tag_v3,none,0.0,fltrust,1024,3.0
simple_tag_v3,none,0.0,flame,42,2.75
simple_tag_v3,none,0.0,flame,123,5.5
simple_tag_v3,none,0.0,flame,456,10.0
simple_tag_v3,none,0.0,flame,789,8.25
simple_tag_v3,none,0.0,flame,1024,3.75
simple_tag_v3,none,0.0,foolsgold,42,4.0
simple_tag_v3,none,0.0,foolsgold,123,5.25
simple_tag_v3,none,0.0,foolsgold,456,4.5
simple_tag_v3,none,0.0,foolsgold,789,3.0
simple_tag_v3,none,0.0,foolsgold,1024,1.25
simple_tag_v3,none,0.0,trust_weighted,42,5.0
simple_tag_v3,none,0.0,trust_weighted,123,6.5
simple_tag_v3,none,0.0,trust_weighted,456,2.75
simple_tag_v3,none,0.0,trust_weighted,789,5.5
simple_tag_v3,none,0.0,trust_weighted,1024,3.5
simple_tag_v3,sign_flip,0.17,fedavg,42,3.0
simple_tag_v3,sign_flip,0.17,fedavg,123,9.25
simple_tag_v3,sign_flip,0.17,fedavg,456,6.75
simple_tag_v3,sign_flip,0.17,fedavg,789,4.5
simple_tag_v3,sign_flip,0.17,fedavg,1024,2.5
simple_tag_v3,sign_flip,0.17,trimmed_mean,42,6.25
simple_tag_v3,sign_flip,0.17,trimmed_mean,123,7.0
simple_tag_v3,sign_flip,0.17,trimmed_mean,456,4.25
simple_tag_v3,sign_flip,0.17,trimmed_mean,789,2.25
simple_tag_v3,sign_flip,0.17,trimmed_mean,1024,4.5
simple_tag_v3,sign_flip,0.17,geometric_median,42,3.25
simple_tag_v3,sign_flip,0.17,geometric_median,123,4.75
simple_tag_v3,sign_flip,0.17,geometric_median,456,6.25
simple_tag_v3,sign_flip,0.17,geometric_median,789,5.5
simple_tag_v3,sign_flip,0.17,geometric_median,1024,2.25
simple_tag_v3,sign_flip,0.17,krum,42,4.75
simple_tag_v3,sign_flip,0.17,krum,123,0.25
simple_tag_v3,sign_flip,0.17,krum,456,1.25
simple_tag_v3,sign_flip,0.17,krum,789,1.5
simple_tag_v3,sign_flip,0.17,krum,1024,2.0
simple_tag_v3,sign_flip,0.17,multi_krum,42,0.5
simple_tag_v3,sign_flip,0.17,multi_krum,123,8.0
simple_tag_v3,sign_flip,0.17,multi_krum,456,6.0
simple_tag_v3,sign_flip,0.17,multi_krum,789,5.75
simple_tag_v3,sign_flip,0.17,multi_krum,1024,1.25
simple_tag_v3,sign_flip,0.17,fltrust,42,2.0
simple_tag_v3,sign_flip,0.17,fltrust,123,2.25
simple_tag_v3,sign_flip,0.17,fltrust,456,7.0
simple_tag_v3,sign_flip,0.17,fltrust,789,9.5
simple_tag_v3,sign_flip,0.17,fltrust,1024,5.25
simple_tag_v3,sign_flip,0.17,flame,42,1.25
simple_tag_v3,sign_flip,0.17,flame,123,2.25
simple_tag_v3,sign_flip,0.17,flame,456,4.0
simple_tag_v3,sign_flip,0.17,flame,789,2.75
simple_tag_v3,sign_flip,0.17,flame,1024,4.5
simple_tag_v3,sign_flip,0.17,foolsgold,42,2.75
simple_tag_v3,sign_flip,0.17,foolsgold,123,2.0
simple_tag_v3,sign_flip,0.17,foolsgold,456,9.25
simple_tag_v3,sign_flip,0.17,foolsgold,789,8.5
simple_tag_v3,sign_flip,0.17,foolsgold,1024,4.25
simple_tag_v3,sign_flip,0.17,trust_weighted,42,2.5
simple_tag_v3,sign_flip,0.17,trust_weighted,123,4.5
simple_tag_v3,sign_flip,0.17,trust_weighted,456,6.5
simple_tag_v3,sign_flip,0.17,trust_weighted,789,4.5
simple_tag_v3,sign_flip,0.17,trust_weighted,1024,4.25
simple_tag_v3,sign_flip,0.5,fedavg,42,4.0
simple_tag_v3,sign_flip,0.5,fedavg,123,2.25
simple_tag_v3,sign_flip,0.5,fedavg,456,1.5
simple_tag_v3,sign_flip,0.5,fedavg,789,5.25
simple_tag_v3,sign_flip,0.5,fedavg,1024,3.75
simple_tag_v3,sign_flip,0.5,trimmed_mean,42,2.0
simple_tag_v3,sign_flip,0.5,trimmed_mean,123,4.5
simple_tag_v3,sign_flip,0.5,trimmed_mean,456,3.5
simple_tag_v3,sign_flip,0.5,trimmed_mean,789,2.0
simple_tag_v3,sign_flip,0.5,trimmed_mean,1024,2.25
simple_tag_v3,sign_flip,0.5,geometric_median,42,0.75
simple_tag_v3,sign_flip,0.5,geometric_median,123,2.75
simple_tag_v3,sign_flip,0.5,geometric_median,456,4.75
simple_tag_v3,sign_flip,0.5,geometric_median,789,3.25
simple_tag_v3,sign_flip,0.5,geometric_median,1024,1.5
simple_tag_v3,sign_flip,0.5,krum,42,2.25
simple_tag_v3,sign_flip,0.5,krum,123,2.0
simple_tag_v3,sign_flip,0.5,krum,456,5.5
simple_tag_v3,sign_flip,0.5,krum,789,2.5
simple_tag_v3,sign_flip,0.5,krum,1024,1.5
simple_tag_v3,sign_flip,0.5,multi_krum,42,1.25
simple_tag_v3,sign_flip,0.5,multi_krum,123,2.25
simple_tag_v3,sign_flip,0.5,multi_krum,456,5.25
simple_tag_v3,sign_flip,0.5,multi_krum,789,4.75
simple_tag_v3,sign_flip,0.5,multi_krum,1024,1.75
simple_tag_v3,sign_flip,0.5,fltrust,42,0.75
simple_tag_v3,sign_flip,0.5,fltrust,123,5.5
simple_tag_v3,sign_flip,0.5,fltrust,456,2.75
simple_tag_v3,sign_flip,0.5,fltrust,789,5.25
simple_tag_v3,sign_flip,0.5,fltrust,1024,1.5
simple_tag_v3,sign_flip,0.5,flame,42,2.0
simple_tag_v3,sign_flip,0.5,flame,123,3.5
simple_tag_v3,sign_flip,0.5,flame,456,4.25
simple_tag_v3,sign_flip,0.5,flame,789,2.5
simple_tag_v3,sign_flip,0.5,flame,1024,2.5
simple_tag_v3,sign_flip,0.5,foolsgold,42,3.0
simple_tag_v3,sign_flip,0.5,foolsgold,123,2.5
simple_tag_v3,sign_flip,0.5,foolsgold,456,2.75
simple_tag_v3,sign_flip,0.5,foolsgold,789,1.75
simple_tag_v3,sign_flip,0.5,foolsgold,1024,3.0
simple_tag_v3,sign_flip,0.5,trust_weighted,42,3.0
simple_tag_v3,sign_flip,0.5,trust_weighted,123,4.5
simple_tag_v3,sign_flip,0.5,trust_weighted,456,2.25
simple_tag_v3,sign_flip,0.5,trust_weighted,789,4.75
simple_tag_v3,sign_flip,0.5,trust_weighted,1024,0.0
simple_tag_v3,normalized,0.5,fedavg,42,2.25
simple_tag_v3,normalized,0.5,fedavg,123,2.0
simple_tag_v3,normalized,0.5,fedavg,456,1.25
simple_tag_v3,normalized,0.5,fedavg,789,5.5
simple_tag_v3,normalized,0.5,fedavg,1024,2.5
simple_tag_v3,normalized,0.5,trimmed_mean,42,1.75
simple_tag_v3,normalized,0.5,trimmed_mean,123,4.25
simple_tag_v3,normalized,0.5,trimmed_mean,456,2.75
simple_tag_v3,normalized,0.5,trimmed_mean,789,5.25
simple_tag_v3,normalized,0.5,trimmed_mean,1024,2.75
simple_tag_v3,normalized,0.5,geometric_median,42,3.0
simple_tag_v3,normalized,0.5,geometric_median,123,4.25
simple_tag_v3,normalized,0.5,geometric_median,456,1.5
simple_tag_v3,normalized,0.5,geometric_median,789,4.75
simple_tag_v3,normalized,0.5,geometric_median,1024,3.5
simple_tag_v3,normalized,0.5,krum,42,2.25
simple_tag_v3,normalized,0.5,krum,123,2.75
simple_tag_v3,normalized,0.5,krum,456,2.5
simple_tag_v3,normalized,0.5,krum,789,1.5
simple_tag_v3,normalized,0.5,krum,1024,3.0
simple_tag_v3,normalized,0.5,multi_krum,42,2.5
simple_tag_v3,normalized,0.5,multi_krum,123,2.0
simple_tag_v3,normalized,0.5,multi_krum,456,1.25
simple_tag_v3,normalized,0.5,multi_krum,789,5.25
simple_tag_v3,normalized,0.5,multi_krum,1024,3.25
simple_tag_v3,normalized,0.5,fltrust,42,0.75
simple_tag_v3,normalized,0.5,fltrust,123,4.25
simple_tag_v3,normalized,0.5,fltrust,456,1.75
simple_tag_v3,normalized,0.5,fltrust,789,7.25
simple_tag_v3,normalized,0.5,fltrust,1024,2.75
simple_tag_v3,normalized,0.5,flame,42,2.5
simple_tag_v3,normalized,0.5,flame,123,5.25
simple_tag_v3,normalized,0.5,flame,456,2.5
simple_tag_v3,normalized,0.5,flame,789,4.0
simple_tag_v3,normalized,0.5,flame,1024,1.75
simple_tag_v3,normalized,0.5,foolsgold,42,5.75
simple_tag_v3,normalized,0.5,foolsgold,123,4.5
simple_tag_v3,normalized,0.5,foolsgold,456,9.75
simple_tag_v3,normalized,0.5,foolsgold,789,7.25
simple_tag_v3,normalized,0.5,foolsgold,1024,5.25
simple_tag_v3,normalized,0.5,trust_weighted,42,1.75
simple_tag_v3,normalized,0.5,trust_weighted,123,3.5
simple_tag_v3,normalized,0.5,trust_weighted,456,2.75
simple_tag_v3,normalized,0.5,trust_weighted,789,1.75
simple_tag_v3,normalized,0.5,trust_weighted,1024,0.0
simple_tag_v3,adaptive_strategic,0.5,fedavg,42,9.0
simple_tag_v3,adaptive_strategic,0.5,fedavg,123,5.25
simple_tag_v3,adaptive_strategic,0.5,fedavg,456,4.75
simple_tag_v3,adaptive_strategic,0.5,fedavg,789,3.0
simple_tag_v3,adaptive_strategic,0.5,fedavg,1024,1.5
simple_tag_v3,adaptive_strategic,0.5,trimmed_mean,42,3.5
simple_tag_v3,adaptive_strategic,0.5,trimmed_mean,123,2.5
simple_tag_v3,adaptive_strategic,0.5,trimmed_mean,456,1.75
simple_tag_v3,adaptive_strategic,0.5,trimmed_mean,789,7.25
simple_tag_v3,adaptive_strategic,0.5,trimmed_mean,1024,1.75
simple_tag_v3,adaptive_strategic,0.5,geometric_median,42,3.5
simple_tag_v3,adaptive_strategic,0.5,geometric_median,123,3.0
simple_tag_v3,adaptive_strategic,0.5,geometric_median,456,2.25
simple_tag_v3,adaptive_strategic,0.5,geometric_median,789,6.75
simple_tag_v3,adaptive_strategic,0.5,geometric_median,1024,1.0
simple_tag_v3,adaptive_strategic,0.5,krum,42,3.75
simple_tag_v3,adaptive_strategic,0.5,krum,123,4.0
simple_tag_v3,adaptive_strategic,0.5,krum,456,2.5
simple_tag_v3,adaptive_strategic,0.5,krum,789,0.75
simple_tag_v3,adaptive_strategic,0.5,krum,1024,1.75
simple_tag_v3,adaptive_strategic,0.5,multi_krum,42,1.25
simple_tag_v3,adaptive_strategic,0.5,multi_krum,123,2.75
simple_tag_v3,adaptive_strategic,0.5,multi_krum,456,4.0
simple_tag_v3,adaptive_strategic,0.5,multi_krum,789,3.0
simple_tag_v3,adaptive_strategic,0.5,multi_krum,1024,3.75
simple_tag_v3,adaptive_strategic,0.5,fltrust,42,6.25
simple_tag_v3,adaptive_strategic,0.5,fltrust,123,3.25
simple_tag_v3,adaptive_strategic,0.5,fltrust,456,2.5
simple_tag_v3,adaptive_strategic,0.5,fltrust,789,2.75
simple_tag_v3,adaptive_strategic,0.5,fltrust,1024,1.75
simple_tag_v3,adaptive_strategic,0.5,flame,42,3.0
simple_tag_v3,adaptive_strategic,0.5,flame,123,2.0
simple_tag_v3,adaptive_strategic,0.5,flame,456,4.0
simple_tag_v3,adaptive_strategic,0.5,flame,789,6.0
simple_tag_v3,adaptive_strategic,0.5,flame,1024,2.75
simple_tag_v3,adaptive_strategic,0.5,foolsgold,42,3.25
simple_tag_v3,adaptive_strategic,0.5,foolsgold,123,4.75
simple_tag_v3,adaptive_strategic,0.5,foolsgold,456,2.75
simple_tag_v3,adaptive_strategic,0.5,foolsgold,789,7.75
simple_tag_v3,adaptive_strategic,0.5,foolsgold,1024,1.75
simple_tag_v3,adaptive_strategic,0.5,trust_weighted,42,1.75
simple_tag_v3,adaptive_strategic,0.5,trust_weighted,123,3.0
simple_tag_v3,adaptive_strategic,0.5,trust_weighted,456,2.25
simple_tag_v3,adaptive_strategic,0.5,trust_weighted,789,6.0
simple_tag_v3,adaptive_strategic,0.5,trust_weighted,1024,3.75
simple_adversary_v3,adaptive_strategic,0.5,sage,123,-20.6629
simple_adversary_v3,adaptive_strategic,0.5,sage,42,-19.8538
simple_adversary_v3,adaptive_strategic,0.5,sage,456,-19.9931
simple_adversary_v3,adaptive_strategic,0.5,sage,789,-18.2338
simple_adversary_v3,none,0.0,sage,123,-14.0456
simple_adversary_v3,none,0.0,sage,42,-16.0841
simple_adversary_v3,none,0.0,sage,456,-14.1461
simple_adversary_v3,none,0.0,sage,789,-14.0111
simple_adversary_v3,normalized,0.5,sage,123,-15.3278
simple_adversary_v3,normalized,0.5,sage,42,-15.89
simple_adversary_v3,normalized,0.5,sage,456,-14.384
simple_adversary_v3,normalized,0.5,sage,789,-15.6595
simple_adversary_v3,sign_flip,0.17,sage,123,-15.2748
simple_adversary_v3,sign_flip,0.17,sage,42,-15.5235
simple_adversary_v3,sign_flip,0.17,sage,456,-13.9238
simple_adversary_v3,sign_flip,0.17,sage,789,-13.3174
simple_adversary_v3,sign_flip,0.5,sage,123,-26.6221
simple_adversary_v3,sign_flip,0.5,sage,42,-27.3939
simple_adversary_v3,sign_flip,0.5,sage,456,-24.8855
simple_adversary_v3,sign_flip,0.5,sage,789,-22.3132
simple_spread_v3,adaptive_strategic,0.5,sage,123,-22.8621
simple_spread_v3,adaptive_strategic,0.5,sage,42,-24.6118
simple_spread_v3,adaptive_strategic,0.5,sage,456,-24.724
simple_spread_v3,adaptive_strategic,0.5,sage,789,-25.4513
simple_spread_v3,none,0.0,sage,123,-23.8406
simple_spread_v3,none,0.0,sage,42,-28.2162
simple_spread_v3,none,0.0,sage,456,-18.8499
simple_spread_v3,none,0.0,sage,789,-29.2207
simple_spread_v3,normalized,0.5,sage,123,-27.3008
simple_spread_v3,normalized,0.5,sage,42,-19.7722
simple_spread_v3,normalized,0.5,sage,456,-21.417
simple_spread_v3,normalized,0.5,sage,789,-28.9762
simple_spread_v3,sign_flip,0.17,sage,123,-29.8571
simple_spread_v3,sign_flip,0.17,sage,42,-28.5859
simple_spread_v3,sign_flip,0.17,sage,456,-22.0911
simple_spread_v3,sign_flip,0.17,sage,789,-19.7567
simple_spread_v3,sign_flip,0.5,sage,123,-26.2096
simple_spread_v3,sign_flip,0.5,sage,42,-25.2679
simple_spread_v3,sign_flip,0.5,sage,456,-25.8059
simple_spread_v3,sign_flip,0.5,sage,789,-23.7649
simple_tag_v3,adaptive_strategic,0.5,sage,123,6.5
simple_tag_v3,adaptive_strategic,0.5,sage,42,4.0
simple_tag_v3,adaptive_strategic,0.5,sage,456,2.0
simple_tag_v3,adaptive_strategic,0.5,sage,789,8.25
simple_tag_v3,none,0.0,sage,123,7.25
simple_tag_v3,none,0.0,sage,42,13.5
simple_tag_v3,none,0.0,sage,456,6.25
simple_tag_v3,none,0.0,sage,789,8.5
simple_tag_v3,normalized,0.5,sage,123,4.25
simple_tag_v3,normalized,0.5,sage,42,9.0
simple_tag_v3,normalized,0.5,sage,456,7.25
simple_tag_v3,normalized,0.5,sage,789,3.0
simple_tag_v3,sign_flip,0.17,sage,123,5.75
simple_tag_v3,sign_flip,0.17,sage,42,7.75
simple_tag_v3,sign_flip,0.17,sage,456,6.5
simple_tag_v3,sign_flip,0.17,sage,789,13.75
simple_tag_v3,sign_flip,0.5,sage,123,3.75
simple_tag_v3,sign_flip,0.5,sage,42,3.75
simple_tag_v3,sign_flip,0.5,sage,456,1.25
simple_tag_v3,sign_flip,0.5,sage,789,4.0
simple_adversary_v3,none,0.0,sage,1024,-14.383430123703345
simple_adversary_v3,sign_flip,0.17,sage,1024,-13.983031478382713
simple_adversary_v3,sign_flip,0.5,sage,1024,-30.9420853527889
simple_adversary_v3,normalized,0.5,sage,1024,-15.517205832529196
simple_adversary_v3,adaptive_strategic,0.5,sage,1024,-27.778974186766344
simple_spread_v3,none,0.0,sage,1024,-19.968046676595964
simple_spread_v3,sign_flip,0.17,sage,1024,-22.167435380555922
simple_spread_v3,sign_flip,0.5,sage,1024,-23.48875128781689
simple_spread_v3,normalized,0.5,sage,1024,-24.903996983763857
simple_spread_v3,adaptive_strategic,0.5,sage,1024,-24.4458541303368
simple_tag_v3,none,0.0,sage,1024,5.0
simple_tag_v3,sign_flip,0.17,sage,1024,12.0
simple_tag_v3,sign_flip,0.5,sage,1024,0.0
simple_tag_v3,normalized,0.5,sage,1024,7.0
simple_tag_v3,adaptive_strategic,0.5,sage,1024,6.0
